Location,Location_Telangana,Location_Uttar_Pradesh,Location_Tamil_Nadu,Location_Maharashtra,Location_Karnataka,Location_Bihar,Location_West_Bengal,Location_Madhya_Pradesh,Location_Chandigarh,Location_Delhi,Location_Gujarat,Location_Kerala,Location_Jharkhand,Location_Rajasthan,Location_Haryana,Total_Land_Area_acres,Number_of_Cows,Farm_Size,Farm_Size_Medium,Farm_Size_Large,Farm_Size_Small,Date,Date_Ordinal,Date_Year,Date_Month,Date_Day,Date_Quarter1,Date_Quarter2,Date_Quarter3,Date_Quarter4,Date_January,Date_February,Date_March,Date_April,Date_May,Date_June,Date_July,Date_August,Date_September,Date_October,Date_November,Date_December,Date_Monday,Date_Tuesday,Date_Wednesday,Date_Thursday,Date_Friday,Date_Saturday,Date_Sunday,Product_ID,Product_Name,Product_Name_Ice_Cream,Product_Name_Milk,Product_Name_Yogurt,Product_Name_Cheese,Product_Name_Buttermilk,Product_Name_Curd,Product_Name_Paneer,Product_Name_Lassi,Product_Name_Ghee,Product_Name_Butter,Brand,Brand_Dodla_Dairy,Brand_Amul,Brand_Britannia_Industries,Brand_Mother_Dairy,Brand_Raj,Brand_Dynamix_Dairies,Brand_Sudha,Brand_Passion_Cheese,Brand_Warana,Brand_Palle2patnam,Brand_Parag_Milk_Foods,Quantity_liters_kg,Price_per_Unit,Total_Value,Shelf_Life_days,Storage_Condition,Storage_Condition_Frozen,Storage_Condition_Tetra_Pack,Storage_Condition_Refrigerated,Storage_Condition_Polythene_Packet,Storage_Condition_Ambient,Production_Date,Production_Date_Ordinal,Production_Date_Year,Production_Date_Month,Production_Date_Day,Production_Date_Quarter1,Production_Date_Quarter2,Production_Date_Quarter3,Production_Date_Quarter4,Production_Date_January,Production_Date_February,Production_Date_March,Production_Date_April,Production_Date_May,Production_Date_June,Production_Date_July,Production_Date_August,Production_Date_September,Production_Date_October,Production_Date_November,Production_Date_December,Production_Date_Monday,Production_Date_Tuesday,Production_Date_Wednesday,Production_Date_Thursday,Production_Date_Friday,Production_Date_Saturday,Production_Date_Sunday,Expiration_Date,Expiration_Date_Ordinal,Expiration_Date_Year,Expiration_Date_Month,Expiration_Date_Day,Expiration_Date_Quarter1,Expiration_Date_Quarter2,Expiration_Date_Quarter3,Expiration_Date_Quarter4,Expiration_Date_January,Expiration_Date_February,Expiration_Date_March,Expiration_Date_April,Expiration_Date_May,Expiration_Date_June,Expiration_Date_July,Expiration_Date_August,Expiration_Date_September,Expiration_Date_October,Expiration_Date_November,Expiration_Date_December,Expiration_Date_Monday,Expiration_Date_Tuesday,Expiration_Date_Wednesday,Expiration_Date_Thursday,Expiration_Date_Friday,Expiration_Date_Saturday,Expiration_Date_Sunday,Quantity_Sold_liters_kg,Price_per_Unit_sold,Approx_Total_Revenue_INR,Customer_Location,Customer_Location_Madhya_Pradesh,Customer_Location_Kerala,Customer_Location_Rajasthan,Customer_Location_Jharkhand,Customer_Location_Gujarat,Customer_Location_Karnataka,Customer_Location_Haryana,Customer_Location_Tamil_Nadu,Customer_Location_West_Bengal,Customer_Location_Telangana,Customer_Location_Chandigarh,Customer_Location_Maharashtra,Customer_Location_Delhi,Customer_Location_Bihar,Customer_Location_Uttar_Pradesh,Sales_Channel,Sales_Channel_Wholesale,Sales_Channel_Online,Sales_Channel_Retail,Quantity_in_Stock_liters_kg,Minimum_Stock_Threshold_liters_kg,Reorder_Quantity_liters_kg
Bihar,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,401.73,76,Medium,True,False,False,2021-03-05,737854,2021,3,5,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7,Lassi,False,False,False,False,False,False,False,True,False,False,Sudha,False,False,False,False,False,False,True,False,False,False,False,686.06,34.07,23374.0642,16,Refrigerated,False,False,True,False,False,2021-02-28,737849,2021,2,28,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2021-03-16,737865,2021,3,16,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,290,32.93,9549.7,Delhi,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Online,False,True,False,396,45.37,94.54
Haryana,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,579.27,11,Small,False,False,True,2020-02-26,737481,2020,2,26,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,6,Curd,False,False,False,False,False,True,False,False,False,False,Mother Dairy,False,False,False,True,False,False,False,False,False,False,False,730.88,29.29,21407.4752,5,Refrigerated,False,False,True,False,False,2020-01-29,737453,2020,1,29,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2020-02-03,737458,2020,2,3,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,444,25.07,11131.08,Rajasthan,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Wholesale,True,False,False,286,70.73,93.05
Madhya Pradesh,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,613.8,87,Large,False,True,False,2022-12-15,738504,2022,12,15,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,8,Buttermilk,False,False,False,False,True,False,False,False,False,False,Mother Dairy,False,False,False,True,False,False,False,False,False,False,False,915.04,82.09,75115.6336,8,Refrigerated,False,False,True,False,False,2022-11-10,738469,2022,11,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,2022-11-18,738477,2022,11,18,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,787,77.36,60882.32,Chandigarh,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Retail,False,False,True,128,10.64,33.9
Telangana,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,440.68,35,Small,False,False,True,2021-01-22,737812,2021,1,22,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7,Lassi,False,False,False,False,False,False,False,True,False,False,Sudha,False,False,False,False,False,False,True,False,False,False,False,109.49,30.25,3312.0725,12,Refrigerated,False,False,True,False,False,2020-12-11,737770,2020,12,11,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2020-12-23,737782,2020,12,23,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,91,28.52,2595.32,West Bengal,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Online,False,True,False,18,86.33,100.97
Telangana,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,946.86,20,Small,False,False,True,2021-01-09,737799,2021,1,9,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7,Lassi,False,False,False,False,False,False,False,True,False,False,Raj,False,False,False,False,True,False,False,False,False,False,False,574.13,75.58,43392.7454,14,Refrigerated,False,False,True,False,False,2020-11-24,737753,2020,11,24,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,2020-12-08,737767,2020,12,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,484,71.17,34446.28,Madhya Pradesh,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Retail,False,False,True,90,16.21,125.47
Haryana,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,137.41,87,Medium,True,False,False,2022-04-27,738272,2022,4,27,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4,Yogurt,False,False,True,False,False,False,False,False,False,False,Palle2patnam,False,False,False,False,False,False,False,False,False,True,False,110.34,18.66,2058.9444,24,Refrigerated,False,False,True,False,False,2022-03-08,738222,2022,3,8,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2022-04-01,738246,2022,4,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,76,19.39,1473.64,Telangana,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Retail,False,False,True,34,59.67,130.3
Gujarat,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,773.24,84,Small,False,False,True,2021-07-23,737994,2021,7,23,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1,Milk,False,True,False,False,False,False,False,False,False,False,Amul,False,True,False,False,False,False,False,False,False,False,False,297.98,95.2,28367.696000000004,26,Tetra Pack,False,True,False,False,False,2021-06-18,737959,2021,6,18,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2021-07-14,737985,2021,7,14,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,282,94.09,26533.38,Uttar Pradesh,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Online,False,True,False,15,82.53,72.47
Chandigarh,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,145.65,31,Large,False,True,False,2020-06-06,737582,2020,6,6,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,6,Curd,False,False,False,False,False,True,False,False,False,False,Sudha,False,False,False,False,False,False,True,False,False,False,False,974.02,83.47,81301.4494,7,Refrigerated,False,False,True,False,False,2020-05-11,737556,2020,5,11,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2020-05-18,737563,2020,5,18,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,243,87.47,21255.21,Maharashtra,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Retail,False,False,True,731,50.44,183.89
Delhi,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,367.03,32,Small,False,False,True,2022-06-03,738309,2022,6,3,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,3,Cheese,False,False,False,True,False,False,False,False,False,False,Dynamix Dairies,False,False,False,False,False,True,False,False,False,False,False,750.3,79.7,59798.91,31,Refrigerated,False,False,True,False,False,2022-04-11,738256,2022,4,11,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2022-05-12,738287,2022,5,12,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,653,78.76,51430.28,Rajasthan,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Wholesale,True,False,False,97,10.09,43.44
Delhi,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,924.1,26,Medium,True,False,False,2021-02-25,737846,2021,2,25,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,10,Ghee,False,False,False,False,False,False,False,False,True,False,Amul,False,True,False,False,False,False,False,False,False,False,False,514.58,99.22,51056.62760000001,78,Ambient,False,False,False,False,True,2021-02-12,737833,2021,2,12,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2021-05-01,737911,2021,5,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,264,97.52,25745.28,Delhi,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Online,False,True,False,250,84.5,109.8
Telangana,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,691.98,47,Large,False,True,False,2021-06-16,737957,2021,6,16,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,9,Paneer,False,False,False,False,False,False,True,False,False,False,Sudha,False,False,False,False,False,False,True,False,False,False,False,799.93,80.65,64514.3545,9,Refrigerated,False,False,True,False,False,2021-05-21,737931,2021,5,21,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2021-05-30,737940,2021,5,30,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,171,83.74,14319.54,Delhi,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Online,False,True,False,628,47.17,69.19
Uttar Pradesh,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,737.34,100,Small,False,False,True,2020-03-13,737497,2020,3,13,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9,Paneer,False,False,False,False,False,False,True,False,False,False,Mother Dairy,False,False,False,True,False,False,False,False,False,False,False,748.34,45.93,34371.2562,10,Refrigerated,False,False,True,False,False,2020-03-10,737494,2020,3,10,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2020-03-20,737504,2020,3,20,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,592,47.2,27942.4,Uttar Pradesh,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Wholesale,True,False,False,156,33.99,35.99
Rajasthan,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,702.87,100,Small,False,False,True,2021-08-10,738012,2021,8,10,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,7,Lassi,False,False,False,False,False,False,False,True,False,False,Sudha,False,False,False,False,False,False,True,False,False,False,False,329.82,11.47,3783.0354,13,Refrigerated,False,False,True,False,False,2021-07-14,737985,2021,7,14,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2021-07-27,737998,2021,7,27,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,159,13.39,2129.01,Telangana,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Online,False,True,False,170,88.51,107.75
Chandigarh,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,687.45,85,Large,False,True,False,2021-05-27,737937,2021,5,27,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,10,Ghee,False,False,False,False,False,False,False,False,True,False,Amul,False,True,False,False,False,False,False,False,False,False,False,648.1,92.22,59767.782,90,Ambient,False,False,False,False,True,2021-04-12,737892,2021,4,12,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2021-07-11,737982,2021,7,11,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,479,93.1,44594.9,Gujarat,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Retail,False,False,True,169,79.38,188.93
Chandigarh,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,503.47,72,Small,False,False,True,2020-06-11,737587,2020,6,11,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,8,Buttermilk,False,False,False,False,True,False,False,False,False,False,Amul,False,True,False,False,False,False,False,False,False,False,False,564.28,74.1,41813.148,10,Refrigerated,False,False,True,False,False,2020-05-10,737555,2020,5,10,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2020-05-20,737565,2020,5,20,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,180,74.13,13343.4,West Bengal,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Online,False,True,False,384,59.23,63.63
Gujarat,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,60.8,50,Small,False,False,True,2019-11-28,737391,2019,11,28,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,7,Lassi,False,False,False,False,False,False,False,True,False,False,Amul,False,True,False,False,False,False,False,False,False,False,False,545.17,68.97,37600.3749,17,Refrigerated,False,False,True,False,False,2019-10-21,737353,2019,10,21,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,2019-11-07,737370,2019,11,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,336,71.51,24027.36,Gujarat,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Retail,False,False,True,209,87.88,55.82
Madhya Pradesh,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,122.64,90,Large,False,True,False,2019-05-19,737198,2019,5,19,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7,Lassi,False,False,False,False,False,False,False,True,False,False,Amul,False,True,False,False,False,False,False,False,False,False,False,871.65,12.01,10468.5165,18,Refrigerated,False,False,True,False,False,2019-03-20,737138,2019,3,20,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2019-04-07,737156,2019,4,7,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,509,16.18,8235.62,Madhya Pradesh,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Online,False,True,False,362,53.0,30.87
Maharashtra,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,131.52,24,Small,False,False,True,2022-08-06,738373,2022,8,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3,Cheese,False,False,False,True,False,False,False,False,False,False,Passion Cheese,False,False,False,False,False,False,False,True,False,False,False,581.68,28.44,16542.979199999998,63,Frozen,True,False,False,False,False,2022-07-15,738351,2022,7,15,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2022-09-16,738414,2022,9,16,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,238,30.66,7297.08,Bihar,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Retail,False,False,True,343,28.41,40.85
Madhya Pradesh,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,96.93,96,Small,False,False,True,2019-06-01,737211,2019,6,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,5,Ice Cream,True,False,False,False,False,False,False,False,False,False,Amul,False,True,False,False,False,False,False,False,False,False,False,463.44,88.15,40852.236,23,Frozen,True,False,False,False,False,2019-05-27,737206,2019,5,27,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2019-06-19,737229,2019,6,19,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,366,86.4,31622.4,Gujarat,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Retail,False,False,True,97,86.38,150.01
Haryana,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,765.12,10,Large,False,True,False,2019-03-01,737119,2019,3,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,Milk,False,True,False,False,False,False,False,False,False,False,Sudha,False,False,False,False,False,False,True,False,False,False,False,672.53,55.42,37271.6126,1,Polythene Packet,False,False,False,True,False,2019-02-01,737091,2019,2,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2019-02-02,737092,2019,2,2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7,59.62,417.34,Telangana,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Retail,False,False,True,665,25.47,31.67
West Bengal,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,477.22,39,Small,False,False,True,2022-02-06,738192,2022,2,6,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10,Ghee,False,False,False,False,False,False,False,False,True,False,Amul,False,True,False,False,False,False,False,False,False,False,False,633.8,11.44,7250.672,131,Ambient,False,False,False,False,True,2022-01-05,738160,2022,1,5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2022-05-16,738291,2022,5,16,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,543,14.69,7976.67,Maharashtra,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Online,False,True,False,90,33.27,140.68
Jharkhand,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,727.85,40,Large,False,True,False,2022-06-02,738308,2022,6,2,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,8,Buttermilk,False,False,False,False,True,False,False,False,False,False,Sudha,False,False,False,False,False,False,True,False,False,False,False,513.67,85.61,43975.2887,9,Refrigerated,False,False,True,False,False,2022-05-09,738284,2022,5,9,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2022-05-18,738293,2022,5,18,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,410,90.17,36969.7,Gujarat,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Wholesale,True,False,False,103,98.27,199.77
Kerala,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,811.56,95,Medium,True,False,False,2022-11-05,738464,2022,11,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,Milk,False,True,False,False,False,False,False,False,False,False,Raj,False,False,False,False,True,False,False,False,False,False,False,470.46,86.27,40586.5842,22,Tetra Pack,False,True,False,False,False,2022-09-09,738407,2022,9,9,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2022-10-01,738429,2022,10,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,237,85.19,20190.03,Bihar,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Wholesale,True,False,False,233,54.07,67.33
Telangana,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,693.63,20,Large,False,True,False,2022-06-26,738332,2022,6,26,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,9,Paneer,False,False,False,False,False,False,True,False,False,False,Mother Dairy,False,False,False,True,False,False,False,False,False,False,False,568.61,39.81,22636.364100000003,7,Refrigerated,False,False,True,False,False,2022-05-31,738306,2022,5,31,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2022-06-07,738313,2022,6,7,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,28,44.68,1251.04,Delhi,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Retail,False,False,True,540,73.61,76.74
Madhya Pradesh,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,596.11,86,Small,False,False,True,2022-05-02,738277,2022,5,2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,10,Ghee,False,False,False,False,False,False,False,False,True,False,Raj,False,False,False,False,True,False,False,False,False,False,False,141.98,84.84,12045.5832,119,Ambient,False,False,False,False,True,2022-03-26,738240,2022,3,26,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2022-07-23,738359,2022,7,23,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,85,87.83,7465.55,Delhi,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Online,False,True,False,56,50.83,161.53
Haryana,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,556.41,30,Medium,True,False,False,2019-09-07,737309,2019,9,7,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,4,Yogurt,False,False,True,False,False,False,False,False,False,False,Amul,False,True,False,False,False,False,False,False,False,False,False,311.19,63.35,19713.8865,25,Frozen,True,False,False,False,False,2019-07-11,737251,2019,7,11,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2019-08-05,737276,2019,8,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,97,60.67,5884.99,Delhi,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Retail,False,False,True,214,87.26,60.79
Delhi,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,149.98,74,Small,False,False,True,2021-02-16,737837,2021,2,16,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9,Paneer,False,False,False,False,False,False,True,False,False,False,Raj,False,False,False,False,True,False,False,False,False,False,False,33.79,80.49,2719.7571,10,Refrigerated,False,False,True,False,False,2021-01-27,737817,2021,1,27,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2021-02-06,737827,2021,2,6,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,29,83.71,2427.59,Chandigarh,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Online,False,True,False,4,83.47,144.3
Rajasthan,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,20.36,10,Medium,True,False,False,2022-01-06,738161,2022,1,6,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,Yogurt,False,False,True,False,False,False,False,False,False,False,Palle2patnam,False,False,False,False,False,False,False,False,False,True,False,950.98,12.76,12134.5048,24,Frozen,True,False,False,False,False,2021-12-02,738126,2021,12,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2021-12-26,738150,2021,12,26,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,828,7.86,6508.08,Bihar,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Online,False,True,False,122,96.59,71.72
Bihar,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,711.31,98,Small,False,False,True,2020-10-21,737719,2020,10,21,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,9,Paneer,False,False,False,False,False,False,True,False,False,False,Amul,False,True,False,False,False,False,False,False,False,False,False,450.53,96.56,43503.1768,11,Refrigerated,False,False,True,False,False,2020-09-20,737688,2020,9,20,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,2020-10-01,737699,2020,10,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,18,92.57,1666.26,Jharkhand,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Retail,False,False,True,432,71.37,120.9
Telangana,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,146.48,28,Small,False,False,True,2022-06-08,738314,2022,6,8,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,10,Ghee,False,False,False,False,False,False,False,False,True,False,Sudha,False,False,False,False,False,False,True,False,False,False,False,600.91,41.93,25196.1563,74,Ambient,False,False,False,False,True,2022-04-24,738269,2022,4,24,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2022-07-07,738343,2022,7,7,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,440,44.5,19580.0,West Bengal,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Online,False,True,False,160,95.36,38.47
Madhya Pradesh,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,582.56,53,Large,False,True,False,2020-06-06,737582,2020,6,6,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2,Butter,False,False,False,False,False,False,False,False,False,True,Parag Milk Foods,False,False,False,False,False,False,False,False,False,False,True,310.03,67.29,20861.9187,26,Frozen,True,False,False,False,False,2020-04-30,737545,2020,4,30,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2020-05-26,737571,2020,5,26,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,90,70.51,6345.9,Rajasthan,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Online,False,True,False,220,99.4,178.26
